,0,1,2,3,4,5,6,7
278,Natura Ekos Patauá Hair Tonic,$15.50,None,None,None,"['Aqua / Water / Eau', ' Ppg-5-Ceteth-20', ' Oenocarpus Bataua (Pataua) Fruit Oil', ' Parfum / Fragrance', ' Dmdm Hydantoin', ' Triethanolamine', ' Carbomer', ' Disodium Edta', ' Peg-4 Laurate', ' Peg-4 Dilaurate', ' Propylene Glycol', ' Tbhq', ' Peg-200', ' Iodopropynyl Butylcarbamate', ' Citric Acid', ' Sodium Chloride', ' Sodium Sulfate', ' Benzyl Salicylate', ' Hexyl Cinnamal', ' Butylphenyl Methylpropional', ' Linalool', ' Geraniol', ' Limonene', ' Alpha-Isomethyl Ionone', ' Ci 15510 / Orange 4', ' Ci 60730 / Ext. Violet 2', ' Ci 19140 / Yellow 5', ' Ci 42090 / Blue 1']",Natura,1 fl.oz
279,Bio:Ionic Gold Pro Flat Iron 1”,$120.00,None,None,None,None,Bio:Ionic,None
280,SILKE Hair Wrap The Sofia - Champagne,$65.00,3.0,2,None,None,SILKE London,None
281,invisibobble Slim Hair Tie - Crystal Clear,$8.00,None,None,None,None,invisibobble,None
282,Alterna Caviar Bond Repair Consumer Trial Kit (Worth $36),$24.99,None,None,None,"['Shampoo: Water/Aqua/ Eau', ' Disodium Laureth Sulfosuccinate', ' Glycerin', ' Sodium Lauroyl Methyl Isethionate', '\xa0Cocamidopropyl Hydroxysultaine', ' Cocamidopropyl Betaine', ' Acrylates/Vinyl Neodecanoate Crosspolymer', ' Fragrance\xa0(Parfum)', ' Glycereth-26', ' Glycol Distearate', ' PEG-175 Diisostearate', ' Benzyl Alcohol', ' Sodium Lauroyl Sarcosinate', '\xa0Cocamidopropylamine Oxide', ' Aminomethyl Propanol', ' Citric Acid', ' Silicone Quaternium-16', ' Hydrogenated Castor Oil/Sebacic\xa0Acid Copolymer', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Hydrolyzed Vegetable Protein PG-Propyl\xa0Silanetriol', ' PEG-45m', ' Dehydroacetic Acid', ' Butyloctanol', ' Undeceth-11', ' Undeceth-5', ' Polyquaternium-7', ' Ascorbic Acid', '\xa0Butyrospermum Parkii (Shea) Butter', ' Helianthus Annuus (Sunflower) Seed Oil', ' Linum Usitatissimum Seed Oil', '\xa0Polysilicone-15', ' Superoxide Dismutase', ' Tocopheryl Acetate', ' Alaria Esculenta Extract', ' Caprylic/Capric Triglyceride', '\xa0Hydrolyzed Rice Protein', ' Caviar Extract', ' Potassium Benzoate', ' Propylene Glycol', ' Sodium Sorbate', ' Leuconostoc/Radish\xa0Root Ferment Filtrate', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Iron Ferment', ' Saccharomyces/Magnesium Ferment', '\xa0Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Phospholipids', ' Hexyl Cinnamal', ' Linalool', ' Limonene', '\xa0Geraniol', ' Coumarin', ' Citral', ' Amyl Cinnamal', ' Benzyl Benzoate', ' Benzyl Alcohol', ' Citronellol.']",Alterna,Shampoo: 1.35 fl. oz / Conditioner: 1.35 fl. oz / Spray: 0.85 fl. oz / Serum: 0.25 fl. oz
283,ghd Helios Professional Hair Dryer - White,$279.00,1.0,1,None,None,ghd,None
284,DHC After Bath Hair Serum,$17.50,5.0,1,None,"['Water/Aqua/Eau', ' Butylene Glycol', ' Glycerin', ' Cetearyl Alcohol', ' Diglycerin', ' Behentrimonium Methosulfate', ' Bis(C13-C15 Alkoxy) PG-Amodimethicone', ' Steartrimonium Chloride', ' Hydroxyethylcellulose', ' Phenoxyethanol', ' Olea Europaea (Olive) Fruit Oil', ' Steareth-5', ' Steareth-15', ' Barley Extract/Hordeum Distichon (Barley) Extract/Extrait D’orge À Deux Rangs', ' Glyceryl Stearate SE', ' Sodium Citrate', ' Tocopherol', ' Santalum Album (Sandalwood) Wood Extract', ' Phellodendron Amurense Bark Extract', ' Fragrance/Parfum', ' Polyquaternium-61', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Vitis Vinifera (Grape) Seed Oil ', ' Citric Acid', ' PCA Ethyl Cocoyl Arginate', ' Limonene', ' Linalool.']",DHC,5 fl. oz
285,SEEN Shampoo Travel Size 2 fl. oz,$8.40,None,None,None,"['Water', ' Sodium Lauroyl Methyl Isethionate', ' Cocamidopropylamine Oxide', ' Glycerin', ' Acrylates Copolymer', ' Glycol Distearate', ' Trisodium Ethylenediamine Disuccinate', ' C13-15 Alkane', ' Guar Hydroxypropyltrimonium Chloride', ' Polyquaternium-7', ' Bisabolol', ' Citric Acid', ' Disodium EDTA', ' Phenoxyethanol', ' Ethylhexylglycerin', ' Aminomethyl Propanol', ' Fragrance', ' Sodium Hydroxide', ' Tocopherol', ' Sodium Benzoate']",SEEN,2  fl.oz
286,ghd Curve Creative Curl Wand,$199.00,None,None,None,None,ghd,32g
287,Fekkai Brilliant Gloss Brilliant Gloss Shampoo 1000ml,$59.00,None,None,None,"['Water/Aqua/Eau', ' Sodium Cocoylisethionate', ' Sodium Lauroyl Methylisethionate', ' Lauryl Glucoside', ' Cocamide Mipa', ' Disteareth-75 Ipdi', ' Olive Oil Glycereth-8 Esters', ' Glycerin', ' Coconut Acid', ' Sodium Isethionate', ' Olea Europaea (Olive) Fruit Oil', ' Fragrance/Parfum', ' Glycol Stearate', ' Panthenol', ' Lepidium Sativum Sprout Extract', ' Opuntia Ficus-Indica Stem Extract', ' Leontopodium Alpinum Extract', ' Caesalpinia Spinosa Fruit Extract', ' Oryza Sativa (Rice) Seed Protein', ' Oryza Sativa (Rice) Bran Extract', ' Oryza Sativa (Rice) Extract', ' Helianthus Annuus (Sunflower) Sprout Extract', ' Helianthus Annuus (Sunflower) Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Guar Hydroxypropyltrimonium Chloride', ' Glycol Distearate', ' Tocopherol', ' Maltodextrin', ' Calcium Gluconate', ' Gluconolactone', ' Sodium Phytate', ' Phytic Acid', ' Potassium Sorbate', ' Sodium Benzoate', ' Ethylhexylglycerin', ' Chlorphenesin', ' Phenoxyethanol', ' Lecithin', ' Trisodium Ethylenediamine Disuccinate', ' Benzyl Alcohol', ' Citric Acid', ' Potassium Hydroxide', ' Disodium Phosphate', ' Alcohol', ' Limonene', ' Linalool', ' Hexyl Cinnamal', ' Hydroxycitronellal', ' Geraniol.']",Fekkai,33.8 oz
288,Grow Gorgeous Repair Rescue Shampoo 250ml,$16.00,None,None,None,"['Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Sodium Chloride', ' Panthenol', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Caffeine', ' Coconut Acid', ' Lauryl Glucoside', ' Salvia Hispanica (Chia) Seed Oil', ' Glycerin', ' Butylene Glycol', ' Sodium Benzoate', ' Hydrolyzed Adansonia Digitata (Baobab) Seed Extract', ' Potassium Sorbate', ' Guar Hydroxypropyltrimonium Chloride', ' Sodium Isethionate', ' Theobroma Grandiflorum (Cupuacu) Seed Butter', ' Polyquaternium-10', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Disodium EDTA', ' Phytantriol', ' Arginine', ' Hydrolyzed Ceratonia Siliqua (Carob) Seed Extract', ' Aspartic Acid', ' PCA', ' Zea Mays (Corn) Starch', ' Bambusa Vulgaris (Bamboo) Leaf Extract', ' Benzyl Alcohol', ' Butylphenyl Methylpropional', ' Limonene', ' Glycine', ' Linalool', ' Alanine', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Histidine', ' Phenylalanine', ' Citric Acid', ' Sorbic Acid', ' Polyquaternium-7', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
289,WetBrush Go Green Treatment And Shine - Coconut Oil,$17.99,None,None,None,None,WetBrush,None
290,SILKE Hair Wrap The Lila - Lilac,$65.00,None,None,None,None,SILKE London,None
291,Curlsmith Multitasking Conditioner 237ml,$27.00,5.0,1,None,"['Water (Aqua)', ' Ricinus Communis (Castor) Seed Oil', ' Cetearyl Alcohol', '\xa0 Dicaprylyl Carbonate', ' Behentrimonium Chloride', ' Orbignya Speciosa (Babassu) Kernel Oil', ' Panthenol', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Astrocaryum Murumuru Seed Butter', ' Cucurbita Pepo (Pumpkin) Seed Extract*', ' Opuntia Tuna (Prickly Pear) Fruit Extract', ' Ribes Nigrum (Black Currant) Fruit Extract', ' Psidium Guajava (Guava) Fruit Extract', ' Brassica Oleracea Acephala (Kale) Leaf Extract', ' Lentinus Edodes (Shiitake Mushroom) Extract*', ' Hydroxypropylgluconamide', ' Hydroxypropylammonium Gluconate', ' Hydrolyzed Hemp Seed Extract', ' Hydrolyzed Rice Protein', ' Butyrospermum Parkii (Shea) Butter', ' Glycerin', ' Polyquaternium-10', ' Guar Hydroxypropyltrimonium Chloride', ' Ethylhexylglycerin', ' Tartaric Acid', ' Citric Acid', ' Disodium Edta', ' Sodium Benzoate', ' Potassium Sorbate', ' Phenoxyethanol', ' Sodium Hydroxide', ' Benzyl Alcohol', ' Linalool', ' Limonene', ' Geraniol', ' Citronellol', ' Fragrance (Parfum).']",Curlsmith,237ml
292,Philip B Weightless Weekender Collection Set (Worth $84.00),$42.00,None,None,None,['Refer to individual product packaging.'],Philip B,4 x 60ml
293,Phyto Phytokeratine Repairing Thermal Protectant Spray 5 fl oz,$32.00,None,None,None,"['Viola Tricolor Extract (Extraction De Pensée Sauvage)', ' Isodecyl Neopentanoate', ' Cetearyl Alcohol (Dérivé D’huile De Coco)', ' Water / Aqua (Constitutive Des Matières Premières)', ' Fragrance / Parfum', ' Polyquaternium-37', ' Behentrimonium Methosulfate (Dérivé D’huile De Colza)', ' Hydrolyzed Corn Protein', ' Hydrolyzed Soy Protein', ' Hydrolyzed Wheat Protein (Hydrolysats De Protéines De Maïs', ' Soja', ' Blé)', ' Trametes Versicolor Extract (Extrait De Yun Zhi)', ' Caprylic/Capric Triglyceride', ' Hydrolyzed Hyaluronic Acid', ' Leuconostoc/Radish Root Ferment Filtrate', ' Pentylene Glycol', ' Hydroxypropyltrimonium Honey (Dérivé De Miel)', ' Silica Dimethyl Silylate', ' Butylene Glycol', ' Atelocollagen', ' Chitosan (Dérivé De Carapace De Crustacés)', ' Sphingolipids', ' Cyclodextrin', ' Dextrin (Dérivés De Riz)', ' Chlorphenesin', ' Methylisothiazolinone', ' Phenoxyethanol', ' Citric Acid', "" Botanical & Natural Origin / D'origine Végétale & Naturelle.""]",Phyto,None
294,CHI Air Quest Cordless 1 Inch Flat Iron with Zipper Thermal Pouch - Pure Pink,$99.99,4.0,1,None,None,CHI,None
295,Lee Stafford Hold Tight Hair Spray 8.45 fl.oz,$12.99,None,None,None,"['Aqua', ' Cetearyl Alcohol', ' Cetyl Alcohol', ' Cyclopentasiloxane', ' Cetrimonium Chloride', ' Bis-Peg-12 Dimethicone Beeswax', ' Creatine', ' Quaternium-91', ' Parfum', ' Dimethiconol', ' Hydrolyzed Lupine Protein', ' Cetrimonium Methosulfate', ' Hydrolyzed Wheat Protein', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol', ' Saccharum Officinarum Extract', ' Hexyl Cinnamal', ' Sodium Laneth-40 Maleate/Styrene Sulfonate Copolymer', ' Betaine', ' Hexylene Glycol', ' Methylparaben', ' Propylparaben', ' Citrus Limon Fruit Extract', ' Hydrolyzed Wheat Starch', ' Phenoxyethanol', ' Pyrus Malus Fruit Extract', ' Butylphenyl Methylpropional', ' Camellia Sinensis Leaf Extract', ' Sodium Chloride', ' Linalool', ' Benzyl Benzoate', ' Limonene', ' Coumarin', ' Magnesium Chloride', ' Hexapeptide-11', ' Potassium Sorbate', ' Disodium Edta', ' Magnesium Nitrate', ' Ethylhexylglycerin', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Ci 15985', ' Ci 60730', ' Ci 17200.']",Lee Stafford,8.45 fl.oz
296,Lee Stafford Double Blow Volumizing Mousse 6.76 fl.oz,$10.49,None,None,None,"['Aqua', ' Cetearyl Alcohol', ' Cetyl Alcohol', ' Cyclopentasiloxane', ' Cetrimonium Chloride', ' Bis-Peg-12 Dimethicone Beeswax', ' Creatine', ' Quaternium-91', ' Parfum', ' Dimethiconol', ' Hydrolyzed Lupine Protein', ' Cetrimonium Methosulfate', ' Hydrolyzed Wheat Protein', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol', ' Saccharum Officinarum Extract', ' Hexyl Cinnamal', ' Sodium Laneth-40 Maleate/Styrene Sulfonate Copolymer', ' Betaine', ' Hexylene Glycol', ' Methylparaben', ' Propylparaben', ' Citrus Limon Fruit Extract', ' Hydrolyzed Wheat Starch', ' Phenoxyethanol', ' Pyrus Malus Fruit Extract', ' Butylphenyl Methylpropional', ' Camellia Sinensis Leaf Extract', ' Sodium Chloride', ' Linalool', ' Benzyl Benzoate', ' Limonene', ' Coumarin', ' Magnesium Chloride', ' Hexapeptide-11', ' Potassium Sorbate', ' Disodium Edta', ' Magnesium Nitrate', ' Ethylhexylglycerin', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Ci 15985', ' Ci 60730', ' Ci 17200.']",Lee Stafford,6.76 fl.oz
297,Tangle Teezer The Original Detangling Hairbrush - Original Black,$9.00,5.0,1,None,None,Tangle Teezer,None
298,Phyto Phytokeratine Extreme Hair Mask 6.7 oz,$59.00,5.0,3,None,"['Paeonia Officinalis Flower Extract', ' Cetearyl Alcohol', ' Isodecyl Neopentanoate', ' Dicetyldimonium Chloride', ' Stearyl Alcohol', ' Distearyldimonium Chloride', ' Aqua', ' Pouteria Sapota Seed Butter', ' Dipalmitoylethyl Hydroxyethylmonium Methosulfate', ' Mauritia Flexuosa Fruit Oil', ' Isopropyl Alcohol', ' Ceteareth-33', ' Glyceryl Stearate', ' Parfum/Fragrance', ' Ceteareth-20', ' Polyquaternium-10', ' Ricinoleamidopropyltrimonium Methosulfate', ' Adansonia Digitata Seed Oil', ' Panthenol', ' Hydrolyzed Corn Protein', ' Hydrolyzed Soy Protein', ' Hydrolyzed Wheat Protein', ' Tocopherol', ' Phenoxyethanol', ' Citric Acid', ' Caprylyl Glycol', ' Tetrasodium EDTA', ' Maltodextrin', ' Ci 75470/Carmine', ' Methylchloroisothiazolinone', ' Methylisothiazolinone.']",Phyto,200ml
299,Philip B Weightless Volumizing Shampoo 7.4oz,$36.00,None,None,None,"['Water (Aqua)', ' Cocamidopropyl Hydroxysultaine', ' Sodium Cocoyl Isethionate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Polysorbate 20', ' Cocamide DIPA ', ' Sodium Methyl 2-Sulfolaurate', ' Cocos Nucifera (Coconut) Water', ' Camellia Sinensis Leaf Water', ' Sodium Hyaluronate', ' Oryza Sativa (Rice) Bran Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Helianthus Annuus (Sunflower) Extract', ' Tocopherol', ' Panthenol', ' Acrylates/Palmeth-25 Acrylate Copolymer', ' Disodium 2-Sulfolaurate', ' Guar Hydroxypropyltrimonium Chloride', ' Polyester- I I', ' Glycerin', ' Phenoxyethanol', ' Ethylhexylglycerin', ' Disodium EDTA', ' Citric Acid', ' Linalool', ' Limonene', ' Benzyl Salicylate', ' Hydroxycitronellal', ' Geraniol', ' Lillial.']",Philip B,7.4 oz
300,Curlsmith Hydro Style Flexi-Jelly 237ml,$27.00,None,None,None,"['Water (Aqua)', ' Pvp', ' Peg-40 Hydrogenated Castor Oil', ' Sodium Hyaluronate', ' Camellia Sinensis (Green Tea) Leaf Extract', ' Lavandula Angustifolia (Lavender) Flower Extract*', ' Thymus Vulgaris (Thyme) Leaf Extract*', ' Thuja Occidentalis (White Cedar) Leaf Extract', ' Phyllanthus Emblica (Amla) Fruit Extract', ' Panthenol', ' Disodium Edta', ' Carbomer', ' Caprylyl Glycol', ' Sodium Benzoate', ' Potassium Sorbate', ' Aminomethyl Propanol', ' Glycerin', ' Phenoxyethanol', ' Ethylhexylglycerin', ' Linalool', ' Limonene', ' Citronellol', ' Fragrance (Parfum).']",Curlsmith,8oz
301,evo Fabuloso Cool Brown Colour Boosting Treatment 30ml,$9.00,None,None,None,"['Cationic Hair Dye', ' Centrimonium Chloride', ' Pantenol', ' Benzophonene - 4']",evo,30ml
302,The Vintage Cosmetic Company Peggy Bow Make-up Headband,$6.39,None,None,None,"['Outer - 100% Knitted Polyester', ' Bow Filling - Polyurethane (PU) Foam']",The Vintage Cosmetic Company,None
303,ghd Helios Professional Hair Dryer - Pink,$259.00,None,None,None,None,ghd,None
304,Alterna Caviar Professional Styling Working Hair Spray 7.4oz,$21.00,None,None,None,"['Alcohol Denat.', ' Hydrofluorocarbon 152a', ' Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', ' Glycerin', ' Panthenol', ' Macrocystis Pyrifera (Kelp) Extract', ' Helianthus Annuus (Sunflower) Seed Oil', ' Caviar Extract', ' Alaria Esculenta Extract', ' Hydrolyzed Pearl', ' Hydrolyzed Keratin', ' Keratin', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Saccharomyces/Iron Ferment', ' Polysilicone-15', ' Biotin', ' Phospholipids', ' Superoxide Dismutase', ' Sea Salt (Maris Sal)', ' Pentaerythrityl Tetracaprylate/Tetracaprate', ' Ascorbic Acid', ' Aminomethyl Propanol', ' Butylene Glycol', ' Water/Aqua/Eau', ' PPG-5-Ceteth-20', ' Cyclopentasiloxane', ' PEG/PPG-17/18 Dimethicone', ' Phenyl Trimethicone', ' Triethyl Citrate', ' Tocopherol', ' Phenoxyethanol', ' Potassium Sorbate', ' PPG-12 Dimethicone', ' Fragrance (Parfum).']",Alterna,7.4 oz
305,Grow Gorgeous Intense Kit (Density),$58.00,None,None,None,"['Intense Thickening Shampoo (50ml): Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Caffeine', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Sodium Chloride', ' Inositol', ' Coconut Acid', ' Lauryl Glucoside', ' Panthenol', ' Niacinamide', ' Sodium Benzoate', ' Sodium PCA', ' Sodium Lactate', ' Hydrolyzed Rice Protein', ' Arginine', ' Potassium Sorbate', ' Sodium Isethionate', ' Glycerin', ' Aspartic Acid', ' Polyquaternium-10', ' PCA', ' Allantoin', ' Disodium EDTA', ' Phytantriol', ' Glycine', ' Alanine', ' Urea', ' Serine', ' Valine', ' Benzyl Alcohol', ' Butylphenyl Methylpropional', ' Disodium Phosphate', ' Limonene', ' Linalool', ' Isoleucine', ' Proline', ' Threonine', ' Biotin', ' Centella Asiatica (Gotu Kola) Extract', ' Histidine', ' Phenylalanine', ' Citric Acid', ' Sodium Hydroxide.']",Grow Gorgeous,None
306,NUXE Huile Prodigieuse Florale Multi-Purpose Dry Oil 100ml,$42.00,5.0,2,None,"['Coco-Caprylate/Caprate', ' Macadamia Integrifolia Seed Oil', ' Dicaprylyl Ether', ' Caprylic/Capric Triglyceride', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Corylus Avellana (Hazel) Seed Oil', ' Parfum/Fragrance', ' Camellia Oleifera Seed Oil', ' Camellia Japonica Seed Oil', ' Tocopherol', ' Argania Spinosa Kernel Oil', ' Borago Officinalis Seed Oil', ' Tocopheryl Acetate', ' Helianthus Annuus (Sunflower) Seed Oil', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Polyglyceryl-3 Diisostearate', ' Ascorbic Acid', ' Limonene', ' Linalool', ' Citral', ' Citronellol', ' Hydroxycitronellal', ' Geraniol [N2216/A].']",NUXE,100ml
307,Curlsmith Curl Conditioning Oil-in-Cream 237ml,$26.00,None,None,None,"['Water (Aqua)', ' Glycerin', ' Butyrospermum Parkii (Shea Butter)', ' Cetearyl Alcohol', ' Glyceryl Stearate', ' Cocos Nucifera (Coconut) Oil*', ' Fragrance (Parfum)', ' Cetrimonium Chloride', ' Cetyl Alcohol', ' Selaginella Lepidophylla (Resurrection Flower) Extract', ' Daucus Carota Sativa (Carrot) Seed Oil*', ' Sesamum Indicum (Sesame) Seed Oil', ' Carapa Guaianensis (Andiroba) Seed Oil', ' Olea Europaea (Olive) Fruit Oil*', ' Aloe Barbadensis (Aloe Vera) Leaf Juice', ' Ocimum Basilicum (Basil) Leaf Extract', ' Helianthus Annuus (Sunflower) Seed Oil', ' Piper Nigrum (Black Pepper) Seed Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' Panthenol', ' Glyceryl Caprylate', ' Glyceryl Undecylenate', ' Potassium Sorbate', ' Lauryl Alcohol', ' Dicaprylyl Ether', ' Sodium Benzoate', ' Sodium Hydroxide', ' Disodium Edta', ' Limonene', ' Linalool.']",Curlsmith,8oz
308,Philip B Forever Shine Shampoo 220ml,$88.00,None,None,None,"['Water (Aqua)', ' Decyl Glucoside', ' Sodium Cocoyl Isethionate', ' Fragrance (Parfum)', ' Cocamidopropyl', ' Betaine', ' Carthamus Tinctorius (Safflower) Oleosomes', ' Cocamide MEA', ' Glycol Distearate', ' Acrylates Crosspolymer-4', ' Disodium Laureth Sulfosuccinate', ' Sodium Methyl Cocoyl Taurate', ' Glycerin', ' Phenoxyethanol', ' Glyceryl Stearate', ' PEG-100 Stearate', ' Hydroxypropyl Guar', ' Hydroxypropyltrimonium Chloride', ' Stearic Acid', ' Polyquaternium-39', ' Panthenol', ' Calcium Aluminum Borosilicate', ' Linalool', ' Sodium Hydroxide', ' Hexyl Cinnamal', ' Citronellol', ' Butylphenyl Methylpropional', ' Benzyl Salicylate', ' Ethylhexylglycerin', ' Limonene', ' Titanium Dioxide (CI 77891)', ' Mica', ' Amyl Cinnamal', ' Alpha-Isomethyl Ionone', ' Silica', ' Iron Oxides (CI 77491)', ' Cinnamal', ' Cinnamyl Alcohol', ' Hydrolyzed Lupine Seed Extract', ' Sodium PCA', ' Sodium Lactate', ' Arginine', ' Aspartic Acid', ' PCA', ' Tin Oxide', ' Yellow 5 (CI 19140)', ' Glycine', ' Alanine', ' Yellow 6 (CI 15985)', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Green 5 (CI 61570)', ' Red 4 (CI 14700)', ' Histidine', ' Phenylalanine', ' Styrax Benzoin Resin Oil', ' Benzaldehyde', ' Benzoic Acid', ' Benzyl Benzoate', ' Cinnamic Acid', ' Coniferyl Benzoate', ' Vanillin.']",Philip B,220ml
309,Alterna My Hair. My Canvas. Me Time Everyday Conditioner 8.5oz,$28.00,None,None,None,"['Water/Aqua/Eau', ' Cetearyl Alcohol', ' Glycerin', ' Behentrimonium Chloride', ' Stearamidopropyl Dimethylamine', ' Cetyl Alcohol', ' Dimethicone', ' Butyrospermum Parkii (Shea) Butter', ' Cocos Nucifera (Coconut) Oil', ' Cetrimonium Chloride', ' Caulerpa Lentillifera Extract', ' Lilium Candidum Flower Extract', ' Guar Hydroxypropyltrimonium Chloride', ' Phenoxyethanol', ' Gluconolactone', ' Butylene Glycol', ' Citric Acid', ' Fragrance (Parfum)', ' Benzyl benzoate', ' Benzyl salicylate', ' Linalool', ' Citral', ' Geraniol', ' Limonene', ' Eugenol', ' Hexyl cinnamal', ' Citronellol']",Alterna,8.5oz
310,ghd Ceramic Radial (2.16 inches),$40.00,None,None,None,None,ghd,None
311,Christophe Robin Hydrating Shampoo with Aloe Vera 500ml,$47.00,None,None,None,"['Aqua', ' Aloe Barbadensis Leaf Juice', ' Coco-Glucoside', ' Ammonium Lauryl Sulfate', ' Cocamidopropyl Betaine', ' Sodium Pca', ' Cannabis Sativa Seed Extract', ' Linum Usitatissimum Seed Extract', ' Glycerin', ' Glyceryl Caprylate', ' Parfum', ' Propanediol', ' Sodium Phytate', ' Benzyl Alcohol', ' Benzoic Acid', ' Limonene', ' Linalool.']",Christophe Robin,500ml
312,The Vintage Cosmetic Company Rosie Make-up Headband,$6.39,5.0,1,None,"['Outer - 100% Knitted Polyester - imitation super soft fabric', ' Bow Filling - Polyurethane (PU) Foam + woven logo + washing label']",The Vintage Cosmetic Company,None
313,CHI Ceramic Curling 1 Inch Iron (Various Colours),None,None,None,None,['Ceramic Tourmaline and\xa0plastic.'],CHI,None
314,René Furterer Astera Fresh Soothing Freshness Concentrate,$50.00,None,None,None,"['Water (Aqua)', ' Cyclopentasiloxane', ' Hexamethyldisiloxane', ' SD Alcohol 39-C (Alcohol Denat)', ' Cyclohexasiloxane', ' Isopropyl Myristate', ' Retinyl Palmitate', ' BHA', ' BHT', ' Camphor', ' Echinacea Angustifolia Root Extract', ' Eucalyptus', ' Globulus Leaf Oil', ' Limonene', ' Linoleic Acid', ' Linolenic Acid', ' Mentha Virdis (Spearmint) Leaf Oil (Mentha Virdis Leaf Oil)', ' Menthol', ' Oleic Acid', ' PEG-40 Sorbitan Peroleate', ' Sodium Chloride', ' Tocopheryl Acetate', ' Zinc Sulfate.']",René Furterer,None
